GEO.id,GEO.id2,GEO.display-label,HC01_VC11,HC02_VC11,HC03_VC11,HC04_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC04_VC12,HC01_VC74,HC02_VC74,HC03_VC74,HC04_VC74,HC01_VC75,HC02_VC75,HC03_VC75,HC04_VC75,HC01_VC76,HC02_VC76,HC03_VC76,HC04_VC76,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC04_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC04_VC79,HC01_VC80,HC02_VC80,HC03_VC80,HC04_VC80,HC01_VC81,HC02_VC81,HC03_VC81,HC04_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC04_VC82,HC01_VC83,HC02_VC83,HC03_VC83,HC04_VC83,HC01_VC84,HC02_VC84,HC03_VC84,HC04_VC84,HC01_VC85,HC02_VC85,HC03_VC85,HC04_VC85,HC01_VC86,HC02_VC86,HC03_VC86,HC04_VC86,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC04_VC90,HC01_VC118,HC02_VC118,HC03_VC118,HC04_VC118,HC01_VC171,HC02_VC171,HC03_VC171,HC04_VC171
8600000US10009,10009,ZCTA5 10009,35150,1417,35150,(X),(X),(X),5.0,1.1,29725,518,29725,(X),3879,577,13.0,1.9,2348,389,7.9,1.3,2771,467,9.3,1.6,1697,366,5.7,1.2,2546,490,8.6,1.6,3313,506,11.1,1.7,2903,433,9.8,1.5,5033,618,16.9,2.0,1839,340,6.2,1.1,3396,573,11.4,1.9,60521,5067,(X),(X),90253,4963,(X),(X),21913,712,73.7,2.2,107094,6445,(X),(X),47782,2472,(X),(X),(X),(X),23.0,2.3
8600000US10010,10010,ZCTA5 10010,21088,1444,21088,(X),(X),(X),3.7,1.2,15972,757,15972,(X),833,217,5.2,1.4,609,344,3.8,2.1,717,264,4.5,1.7,698,219,4.4,1.4,754,345,4.7,2.1,1563,376,9.8,2.2,1673,435,10.5,2.7,3133,488,19.6,2.9,1177,304,7.4,1.9,4815,544,30.1,3.3,115084,6523,(X),(X),177950,12794,(X),(X),13298,700,83.3,2.5,194323,13498,(X),(X),88872,6061,(X),(X),(X),(X),11.4,2.4
8600000US10011,10011,ZCTA5 10011,35265,1498,35265,(X),(X),(X),4.2,1.1,28753,760,28753,(X),1892,451,6.6,1.5,822,247,2.9,0.9,1315,326,4.6,1.1,1412,379,4.9,1.3,1709,364,5.9,1.3,2835,377,9.9,1.3,1995,356,6.9,1.2,4765,462,16.6,1.5,3502,499,12.2,1.6,8506,696,29.6,2.4,123208,9801,(X),(X),197050,14695,(X),(X),24076,874,83.7,1.8,205583,15855,(X),(X),114218,7537,(X),(X),(X),(X),10.8,1.9
8600000US10012,10012,ZCTA5 10012,16171,890,16171,(X),(X),(X),3.3,0.9,12349,472,12349,(X),921,197,7.5,1.5,286,110,2.3,0.9,648,187,5.2,1.5,555,216,4.5,1.7,886,258,7.2,2.1,1496,286,12.1,2.3,1045,227,8.5,1.9,2071,355,16.8,2.8,1635,358,13.2,2.8,2806,352,22.7,2.7,104561,5053,(X),(X),160244,9925,(X),(X),10503,480,85.1,2.3,166828,11165,(X),(X),85491,5147,(X),(X),(X),(X),11.3,2.2
8600000US10013,10013,ZCTA5 10013,16869,835,16869,(X),(X),(X),3.8,1.1,12207,485,12207,(X),637,183,5.2,1.5,623,167,5.1,1.3,1150,254,9.4,2.0,791,220,6.5,1.8,654,198,5.4,1.6,986,242,8.1,2.0,938,273,7.7,2.2,1455,281,11.9,2.3,898,227,7.4,1.8,4075,366,33.4,2.7,106056,7943,(X),(X),252811,22116,(X),(X),10261,512,84.1,2.2,257313,20143,(X),(X),107794,9162,(X),(X),(X),(X),11.7,2.7
8600000US10014,10014,ZCTA5 10014,22383,1101,22383,(X),(X),(X),5.3,1.1,18481,591,18481,(X),625,180,3.4,1.0,480,181,2.6,1.0,815,228,4.4,1.2,1018,292,5.5,1.6,984,220,5.3,1.2,1828,381,9.9,2.0,2031,420,11.0,2.2,2578,444,13.9,2.4,2172,379,11.8,2.0,5950,543,32.2,2.7,127973,6894,(X),(X),204690,13623,(X),(X),15793,603,85.5,1.9,210852,13723,(X),(X),122098,8088,(X),(X),(X),(X),6.9,1.4
8600000US10016,10016,ZCTA5 10016,34901,1727,34901,(X),(X),(X),4.4,1.1,28681,970,28681,(X),1765,463,6.2,1.6,1080,358,3.8,1.2,1191,357,4.2,1.2,1358,349,4.7,1.2,1955,427,6.8,1.4,3480,581,12.1,2.0,2307,497,8.0,1.7,5345,720,18.6,2.4,3551,561,12.4,1.9,6649,622,23.2,2.3,109250,7502,(X),(X),151829,8053,(X),(X),23148,931,80.7,2.4,171413,8664,(X),(X),88762,5013,(X),(X),(X),(X),10.6,2.4
8600000US10017,10017,ZCTA5 10017,11558,1066,11558,(X),(X),(X),2.5,1.2,10076,582,10076,(X),470,199,4.7,1.9,126,84,1.3,0.8,475,157,4.7,1.6,380,220,3.8,2.1,624,209,6.2,2.1,1409,347,14.0,3.3,1007,293,10.0,2.9,1725,343,17.1,3.2,1326,350,13.2,3.2,2534,425,25.1,4.3,118469,18842,(X),(X),169169,17153,(X),(X),8250,638,81.9,3.2,180637,19895,(X),(X),106244,8907,(X),(X),(X),(X),6.6,2.5
8600000US10018,10018,ZCTA5 10018,7055,490,7055,(X),(X),(X),3.5,1.4,4993,284,4993,(X),326,123,6.5,2.4,219,117,4.4,2.3,277,108,5.5,2.2,244,134,4.9,2.6,265,134,5.3,2.6,445,135,8.9,2.6,445,172,8.9,3.4,951,217,19.0,4.4,573,133,11.5,2.6,1248,192,25.0,3.8,107861,11868,(X),(X),152396,14915,(X),(X),4460,309,89.3,3.3,158249,15386,(X),(X),84134,7758,(X),(X),(X),(X),14.4,3.6
8600000US10019,10019,ZCTA5 10019,29107,1455,29107,(X),(X),(X),5.2,1.2,24512,832,24512,(X),1779,411,7.3,1.6,911,223,3.7,0.9,1699,425,6.9,1.7,1451,341,5.9,1.4,1413,339,5.8,1.4,2532,434,10.3,1.8,2561,493,10.4,2.0,3942,635,16.1,2.5,2658,480,10.8,1.8,5566,572,22.7,2.2,99063,5513,(X),(X),155567,10721,(X),(X),20036,902,81.7,2.3,164176,12377,(X),(X),94797,6403,(X),(X),(X),(X),12.0,1.7
8600000US10020,10020,ZCTA5 10020,0,11,0,(X),(X),(X),-,**,0,11,0,(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,-,**,(X),(X),-,**,(X),(X),0,11,-,**,-,**,(X),(X),-,**,(X),(X),(X),(X),-,**
8600000US10021,10021,ZCTA5 10021,26905,1588,26905,(X),(X),(X),1.9,0.8,24912,1181,24912,(X),1513,440,6.1,1.8,495,296,2.0,1.2,970,345,3.9,1.4,929,361,3.7,1.4,1518,588,6.1,2.3,2737,632,11.0,2.4,2437,506,9.8,2.1,3399,651,13.6,2.5,2257,517,9.1,2.0,8657,946,34.8,3.5,123842,14485,(X),(X),225235,17550,(X),(X),20124,1216,80.8,2.5,218782,19069,(X),(X),125769,9366,(X),(X),(X),(X),5.5,1.4
8600000US10022,10022,ZCTA5 10022,20232,1167,20232,(X),(X),(X),2.1,0.6,17873,834,17873,(X),714,216,4.0,1.2,296,152,1.7,0.8,878,323,4.9,1.8,379,147,2.1,0.8,966,288,5.4,1.6,2095,400,11.7,2.2,1341,323,7.5,1.7,2851,467,16.0,2.4,2035,384,11.4,2.1,6318,591,35.3,3.1,133208,13874,(X),(X),246355,25688,(X),(X),14186,794,79.4,2.7,254226,22920,(X),(X),145479,14665,(X),(X),(X),(X),4.3,1.0
8600000US10023,10023,ZCTA5 10023,36910,1685,36910,(X),(X),(X),3.9,1.1,33133,1067,33133,(X),1787,434,5.4,1.3,979,295,3.0,0.9,1793,439,5.4,1.3,1342,381,4.1,1.1,1363,369,4.1,1.1,3263,531,9.8,1.6,3115,551,9.4,1.7,5213,628,15.7,1.8,4041,637,12.2,1.8,10237,722,30.9,2.2,123951,8082,(X),(X),209783,14158,(X),(X),26635,1104,80.4,2.0,208528,13566,(X),(X),114641,7698,(X),(X),(X),(X),8.1,1.6
8600000US10024,10024,ZCTA5 10024,35387,1498,35387,(X),(X),(X),3.2,0.8,28418,790,28418,(X),1278,358,4.5,1.2,917,272,3.2,0.9,1512,365,5.3,1.3,1162,328,4.1,1.2,1462,332,5.1,1.2,2937,528,10.3,1.8,2401,385,8.4,1.3,4168,522,14.7,1.9,2825,499,9.9,1.8,9756,815,34.3,2.6,126107,8052,(X),(X),229685,14019,(X),(X),23740,792,83.5,2.1,226152,14278,(X),(X),113584,7004,(X),(X),(X),(X),7.2,1.7
8600000US10025,10025,ZCTA5 10025,52157,2200,52157,(X),(X),(X),7.1,1.1,42546,893,42546,(X),4228,705,9.9,1.6,2600,501,6.1,1.2,3090,450,7.3,1.0,2677,498,6.3,1.2,2733,550,6.4,1.3,4906,597,11.5,1.4,3874,608,9.1,1.4,5478,651,12.9,1.5,3815,561,9.0,1.3,9145,812,21.5,1.9,82352,5144,(X),(X),147611,9046,(X),(X),32392,1104,76.1,2.1,159901,9783,(X),(X),68995,4152,(X),(X),(X),(X),15.9,2.1
8600000US10026,10026,ZCTA5 10026,21519,1120,21519,(X),(X),(X),7.4,1.7,15401,461,15401,(X),2030,356,13.2,2.2,1415,273,9.2,1.8,1058,289,6.9,1.9,1165,239,7.6,1.5,1528,298,9.9,1.9,2074,351,13.5,2.2,1406,235,9.1,1.5,1874,267,12.2,1.7,1220,263,7.9,1.7,1631,241,10.6,1.6,54349,4879,(X),(X),95709,5709,(X),(X),11881,495,77.1,2.4,114283,7153,(X),(X),39354,2560,(X),(X),(X),(X),26.0,3.3
8600000US10027,10027,ZCTA5 10027,29548,1618,29548,(X),(X),(X),5.5,1.0,23607,606,23607,(X),3953,468,16.7,2.0,1784,329,7.6,1.4,2155,350,9.1,1.5,1789,370,7.6,1.5,2756,433,11.7,1.8,3154,421,13.4,1.8,1918,351,8.1,1.4,2905,364,12.3,1.5,1330,238,5.6,1.0,1863,317,7.9,1.3,45536,4476,(X),(X),77728,4798,(X),(X),17152,675,72.7,2.2,92070,5878,(X),(X),30256,1762,(X),(X),(X),(X),29.0,2.1
8600000US10028,10028,ZCTA5 10028,32593,1978,32593,(X),(X),(X),2.5,0.7,26435,858,26435,(X),980,309,3.7,1.2,795,349,3.0,1.3,983,280,3.7,1.1,850,265,3.2,1.0,1489,331,5.6,1.3,2793,542,10.6,2.0,2966,470,11.2,1.7,5147,820,19.5,3.0,2636,479,10.0,1.7,7796,816,29.5,3.1,119203,8470,(X),(X),214695,13415,(X),(X),22049,893,83.4,1.9,211248,13827,(X),(X),115071,6527,(X),(X),(X),(X),5.2,1.3
8600000US10029,10029,ZCTA5 10029,37955,1594,37955,(X),(X),(X),12.2,1.5,31496,688,31496,(X),5135,508,16.3,1.5,3881,512,12.3,1.6,4058,429,12.9,1.4,2953,440,9.4,1.4,3968,460,12.6,1.4,4093,486,13.0,1.5,2879,350,9.1,1.1,2122,320,6.7,1.0,818,207,2.6,0.6,1589,230,5.0,0.7,34015,1871,(X),(X),65837,3797,(X),(X),21682,671,68.8,1.8,78917,4839,(X),(X),27966,1641,(X),(X),(X),(X),32.1,2.5
8600000US10030,10030,ZCTA5 10030,15932,1125,15932,(X),(X),(X),13.4,2.4,12258,473,12258,(X),1615,308,13.2,2.4,1420,326,11.6,2.6,1861,318,15.2,2.6,1119,240,9.1,1.9,1255,279,10.2,2.3,1816,289,14.8,2.3,897,232,7.3,1.9,1225,262,10.0,2.1,403,161,3.3,1.3,647,178,5.3,1.4,36118,4143,(X),(X),65589,7069,(X),(X),9050,513,73.8,2.9,70540,7197,(X),(X),28648,3137,(X),(X),(X),(X),29.1,4.1
8600000US10031,10031,ZCTA5 10031,36974,1784,36974,(X),(X),(X),7.9,1.1,22274,479,22274,(X),2695,428,12.1,1.9,1560,309,7.0,1.4,2167,378,9.7,1.7,2837,433,12.7,1.9,2637,389,11.8,1.7,3906,508,17.5,2.2,2261,330,10.2,1.5,2289,362,10.3,1.6,988,244,4.4,1.1,934,203,4.2,0.9,44040,3145,(X),(X),64971,3471,(X),(X),18019,645,80.9,2.2,70462,3990,(X),(X),26417,1339,(X),(X),(X),(X),23.2,2.6
8600000US10032,10032,ZCTA5 10032,35537,1915,35537,(X),(X),(X),9.4,1.6,20724,483,20724,(X),2647,419,12.8,2.0,1753,300,8.5,1.4,2356,435,11.4,2.1,2387,421,11.5,2.0,2109,374,10.2,1.8,3588,399,17.3,1.9,2093,371,10.1,1.7,2460,394,11.9,1.9,845,236,4.1,1.1,486,137,2.3,0.7,41890,3069,(X),(X),60656,3618,(X),(X),15568,528,75.1,2.2,68127,4779,(X),(X),23217,1429,(X),(X),(X),(X),25.6,2.6
