GEO.id,GEO.id2,GEO.display-label,HC01_VC11,HC02_VC11,HC03_VC11,HC04_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC04_VC12,HC01_VC74,HC02_VC74,HC03_VC74,HC04_VC74,HC01_VC75,HC02_VC75,HC03_VC75,HC04_VC75,HC01_VC76,HC02_VC76,HC03_VC76,HC04_VC76,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC04_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC04_VC79,HC01_VC80,HC02_VC80,HC03_VC80,HC04_VC80,HC01_VC81,HC02_VC81,HC03_VC81,HC04_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC04_VC82,HC01_VC83,HC02_VC83,HC03_VC83,HC04_VC83,HC01_VC84,HC02_VC84,HC03_VC84,HC04_VC84,HC01_VC85,HC02_VC85,HC03_VC85,HC04_VC85,HC01_VC86,HC02_VC86,HC03_VC86,HC04_VC86,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC04_VC90,HC01_VC118,HC02_VC118,HC03_VC118,HC04_VC118,HC01_VC171,HC02_VC171,HC03_VC171,HC04_VC171
8600000US10010,10010,ZCTA5 10010,20614,1166,20614,(X),(X),(X),5.8,1.5,16050,639,16050,(X),1249,348,7.8,2.1,624,317,3.9,1.9,794,232,4.9,1.4,635,226,4.0,1.4,887,267,5.5,1.7,2120,466,13.2,2.8,1516,382,9.4,2.4,2540,485,15.8,2.8,1395,287,8.7,1.9,4290,446,26.7,2.6,101718,7116,(X),(X),154979,9747,(X),(X),13340,610,83.1,2.5,166873,10154,(X),(X),82453,5086,(X),(X),(X),(X),14.7,2.8
8600000US10011,10011,ZCTA5 10011,36403,1748,36403,(X),(X),(X),4.9,1.2,29762,985,29762,(X),1579,308,5.3,1.1,862,271,2.9,0.9,1687,328,5.7,1.1,1428,391,4.8,1.3,2302,392,7.7,1.3,2848,409,9.6,1.4,2492,402,8.4,1.4,5170,715,17.4,2.3,3278,536,11.0,1.8,8116,779,27.3,2.3,109818,7540,(X),(X),196817,12211,(X),(X),25190,988,84.6,1.6,203342,12802,(X),(X),114034,7312,(X),(X),(X),(X),8.5,1.6
8600000US10012,10012,ZCTA5 10012,16192,930,16192,(X),(X),(X),5.4,1.3,12470,442,12470,(X),918,223,7.4,1.8,291,119,2.3,1.0,561,180,4.5,1.4,780,194,6.3,1.5,916,272,7.3,2.1,1359,299,10.9,2.4,1309,275,10.5,2.2,2176,303,17.4,2.4,1607,313,12.9,2.4,2553,337,20.5,2.6,100859,5399,(X),(X),141430,9309,(X),(X),10750,480,86.2,2.3,144349,8846,(X),(X),77687,4878,(X),(X),(X),(X),10.4,2.4
8600000US10013,10013,ZCTA5 10013,15371,1101,15371,(X),(X),(X),4.5,1.3,11558,507,11558,(X),932,200,8.1,1.6,578,162,5.0,1.4,1266,280,11.0,2.3,539,149,4.7,1.3,692,205,6.0,1.8,1044,281,9.0,2.4,774,218,6.7,1.9,1382,290,12.0,2.5,686,167,5.9,1.5,3665,342,31.7,2.7,96667,17159,(X),(X),242875,27704,(X),(X),9516,461,82.3,2.0,244992,22210,(X),(X),105629,12123,(X),(X),(X),(X),12.4,2.5
8600000US10014,10014,ZCTA5 10014,22639,1211,22639,(X),(X),(X),5.3,1.3,18786,671,18786,(X),633,188,3.4,1.0,384,165,2.0,0.9,776,211,4.1,1.2,919,262,4.9,1.4,1201,316,6.4,1.7,2648,470,14.1,2.5,2108,399,11.2,2.0,2593,417,13.8,2.2,2073,353,11.0,1.9,5451,556,29.0,2.6,113973,10369,(X),(X),179375,9550,(X),(X),16293,756,86.7,2.1,180730,9613,(X),(X),112694,6277,(X),(X),(X),(X),5.8,1.2
8600000US10016,10016,ZCTA5 10016,35124,1851,35124,(X),(X),(X),5.0,1.0,28390,961,28390,(X),1854,467,6.5,1.6,825,282,2.9,1.0,1304,331,4.6,1.1,935,321,3.3,1.1,2191,457,7.7,1.6,3441,508,12.1,1.8,2899,513,10.2,1.8,5447,762,19.2,2.5,3063,455,10.8,1.6,6431,551,22.7,1.9,104826,5131,(X),(X),152944,8891,(X),(X),23629,983,83.2,2.3,165449,9217,(X),(X),88937,4830,(X),(X),(X),(X),9.9,1.7
8600000US10017,10017,ZCTA5 10017,12507,1147,12507,(X),(X),(X),3.3,1.4,10157,665,10157,(X),608,198,6.0,1.9,193,121,1.9,1.2,642,262,6.3,2.5,229,122,2.3,1.2,743,233,7.3,2.2,1286,343,12.7,3.3,1027,297,10.1,2.8,1898,398,18.7,3.9,1033,333,10.2,3.1,2498,414,24.6,3.7,106421,12463,(X),(X),160725,15326,(X),(X),8620,673,84.9,3.3,166682,15399,(X),(X),102122,8841,(X),(X),(X),(X),7.5,2.3
8600000US10018,10018,ZCTA5 10018,6864,527,6864,(X),(X),(X),4.4,1.5,4712,280,4712,(X),329,112,7.0,2.4,168,99,3.6,2.1,257,106,5.5,2.2,272,114,5.8,2.4,206,87,4.4,1.8,465,134,9.9,2.7,474,134,10.1,2.7,876,207,18.6,4.1,587,150,12.5,3.2,1078,181,22.9,4.0,105500,11540,(X),(X),144419,14518,(X),(X),4242,294,90.0,2.9,148406,15266,(X),(X),79765,7468,(X),(X),(X),(X),14.9,3.8
8600000US10019,10019,ZCTA5 10019,26614,1277,26614,(X),(X),(X),5.7,1.1,23146,806,23146,(X),1661,355,7.2,1.5,1088,307,4.7,1.3,1547,339,6.7,1.4,1198,290,5.2,1.2,1649,424,7.1,1.8,2761,535,11.9,2.3,2480,531,10.7,2.2,3466,602,15.0,2.5,2274,453,9.8,1.9,5022,557,21.7,2.4,94022,5480,(X),(X),144753,9121,(X),(X),18752,863,81.0,2.2,152804,9893,(X),(X),89202,6005,(X),(X),(X),(X),12.0,1.9
8600000US10020,10020,ZCTA5 10020,0,11,0,(X),(X),(X),-,**,0,11,0,(X),0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,0,11,-,**,-,**,(X),(X),-,**,(X),(X),0,11,-,**,-,**,(X),(X),-,**,(X),(X),(X),(X),-,**
8600000US10021,10021,ZCTA5 10021,25967,1807,25967,(X),(X),(X),3.0,1.3,23739,1133,23739,(X),1155,342,4.9,1.4,730,369,3.1,1.5,1022,330,4.3,1.4,1046,333,4.4,1.4,1868,515,7.9,2.1,2603,502,11.0,2.1,2099,492,8.8,2.0,3255,686,13.7,2.8,2269,488,9.6,2.0,7692,932,32.4,3.6,115076,13697,(X),(X),218180,17613,(X),(X),19786,1119,83.3,2.2,201255,18510,(X),(X),119996,9292,(X),(X),(X),(X),6.4,1.7
